sentence_index	sentence
368	Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel .
369	Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .
370	Bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .
371	An intriguing and entertaining introduction to Johnson .
372	As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .
373	A model of what films like this should be like .
374	As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .
375	Yeah , these flicks are just that damn good .
376	Is n't it great ?
377	An unbelievably fun film just a leading man away from perfection .
378	Over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance .
379	... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .
380	Nicely serves as an examination of a society in transition .
381	A tender and touching drama , based on the true story of a troubled African-American 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .
382	As a randy film about sexy people in gorgeous places being pushed and pulled -LRB- literally and figuratively -RRB- by desire ... -LRB- Sex and LucÃ­a -RRB- makes for an arousing good time .
383	Absorbing character study by AndrÃ© Turpin .
384	Celebrated at Sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .
385	Renner 's performance as Dahmer is unforgettable , deeply absorbing .
386	If no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch .
387	If you love reading and\/or poetry , then by all means check it out .
388	You 'll probably love it .
389	Though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .
390	Energetic and boldly provocative .
391	Star Wars is back in a major way .
392	It 's a movie -- and an album -- you wo n't want to miss .
393	It 's rare to find a film that dazzles the eye , challenges the brain , AND satisfies our lust for fast-paced action , but Minority Report delivers all that and a whole lot more .
394	While not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in Girls Ca n't Swim .
395	If there 's nothing fresh about Wannabes , which was written by Mr. DeMeo , who produced and directed the film with Charles A. Addessi , much of the time the movie feels authentic .
396	Jacquot 's Tosca is a treat .
397	By the end of No Such Thing the audience , like Beatrice , has a watchful affection for the monster .
398	If you liked such movies as Notting Hill , Four Weddings And A Funeral , Bridget Jones ' Diary or High Fidelity , then you wo n't want to miss About A Boy .
399	... the gentle melding of drama and comedy makes `` What Time Is It There ? ''
400	something the true film buff will enjoy .
401	Romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .
402	I whole-heartedly recommend that everyone see this movie -- for its historical significance alone .
403	Hey , who else needs a shower ?
404	Longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .
405	Although it bangs a very cliched drum at times , this crowd-pleaser 's fresh dialogue , energetic music , and good-natured spunk are often infectious .
406	Often gruelling and heartbreaking to witness , but Seldahl and Wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .
407	Go see it and enjoy .
408	The stunning , dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension .
409	George Clooney proves he 's quite a talented director and Sam Rockwell shows us he 's a world-class actor with Confessions of a Dangerous Mind .
410	There 's a vastness implied in Metropolis that is just breathtaking .
